complaint_id,product,sub_product,issue,sub_issue,company,state,date_received,company_response,timely,complaint_what_happened
9782370,Vehicle loan or lease,Loan,Repossession,Company explaining amount owed,HYUNDAI CAPITAL AMERICA,GA,2024-08-14T00:20:25.000Z,Closed with explanation,Yes,We sent correspondence to Hyundai Capital America Inc. d/b/a Kia Motors Finance and they have not responded with pertinent information requested. Including certified mail item number : XXXX dated XX/XX/year> asking for validation. The company did not respond with that information.
9782142,Vehicle loan or lease,Loan,Getting a loan or lease,Changes in terms mid-deal or after closing,"Westlake Services, LLC",AL,2024-08-13T23:35:59.000Z,Closed with explanation,Yes,"XXXX ) Deceptive sales practices : I was told I had been fully approved for financing, the payment amount was agreed to, and all I had to do was complete a test drive and sign the paperwork. I drove to XXXX, XXXX  from XXXX, XXXX  to complete this purchase. After arriving, I was told my financing had NOT been approved, they degraded me about how bad my credit is, and then proceeded to tell me they were able to do me a favor by purchasing the loan for {$1500.00} so they could approve me. On top of that, my monthly payment increased by approx. {$100.00} each month. 

XXXX ) Concealing a defect : The test drive was my first act after arriving to the dealership. I was only permitted to test drive the vehicle with supervision. After a few minutes into the test drive, I was instructed to turn around and head back to the dealership. XXXX days later when the vehicle was delivered to me, and after only XXXX minutes of driving the vehicle, the dashboard lit up identifying an emergency braking issue. This repair is estimated to cost {$2500.00}. This does not include all the money I spent just to get it diagnosed. If I had been allowed to complete the test drive on my own, I would have seen this light come on and the purchase would have stopped right there until it was addressed. 

XXXX ) Interest Rate Fraud : Before traveling to XXXX, I was quoted a pre-approved interest rate of 8.99 % by Westlake Financial. I knew that couldnt be correct and I had a discussion with the sales representative about how I would not purchase the vehicle if I ended up with a crazy interest rate of something like 20 %. She told me what my monthly payment would be, and that amount did not reflect a 20 % interest rate, so I accepted. 

After test driving the vehicle and being completely humiliated and guilted into finalizing the purchase because they had to purchase the loan to get me approved, I agreed. Several hours later, its time to sign the paperwork. We start going over the documents, we come to the point where the interest rate is listed, and I read out loud 11 % and he nodded. Come to find out, my interest rate was indeed 20 % as I previously stated I would never accept. 

XXXX ) Withholding Registration : Throughout this entire transaction, I stated numerous times that the ONLY reason for purchasing this vehicle was so I could do a part-time side gig to pay the bills while I was out on XXXX from work. In order to be accepted into the program, I needed a newer car than I had currently AND IT NEEDS TO BE REGISTERED IN THE STATE I LIVE. The day I purchased the vehicle I was told I would be sent the registration packet within the week. This was not done. After calling XXXX XXXX XXXX ( yes, I counted ), I finally received the paperwork I needed to register my car in XXXX  XXXX  months later. In this time, I was able to make only XXXX car payment because I was unable to use this vehicle to work as intended, at the error of XXXX, and my car was repossessed XX/XX/year>. I was only able to drive this vehicle for work for XXXX calendar days in the XXXX  months Ive had it. Thats not even XXXX full month. I finally confessed to family what had happened ( I am absolutely humiliated that I let them XXXX me into purchasing this vehicle ) and my XXXX paid what was owed so I can get my car back from impound tomorrow morning. Please note that every time I spoke with XXXX I was told they do not extend temporary tags to anyone out of state, and was advised to just drive it anyway because everyone in XXXX  does it. I refuse to break the law, so between XX/XX/year> and XX/XX/year> I was unable to operate my vehicle AT ALL. Thats XXXX calendar days I could have been working to pay my car note. And thats just the days after my temporary tags expired. I was promised the paperwork for XXXX  tags within the first week! 

This situation has been the worst buying experience Ive ever had. This is the first time I was in a situation where I needed to purchase a vehicle while having low income, poor credit, and a XXXX that prevented me from being able to work a normal XXXX job. I made SURE everything was good to go before I drove to XXXX. I was transparent with my needs, and they took full advantage of that. Even if you want me to take blame for not somehow making my payments anyway to prevent my vehicle from being repossessed, consider the : XXXXdeceptive sales process, XXXXconcealing a defect, XXXXinterest rate fraud, and XXXXwithholding registration ( which prevented me from even having use of the vehicle for XXXX  days! ) I reported XXXX XXXX to the BBB XX/XX/year>. I did not even get a response from XXXX until XX/XX/year>. In this response, their new XXXX XXXX Manager spelled out all of my complaints and stated that they were taking them seriously. I missed a call from their XXXX XXXX Manager, XXXX XXXX, on XX/XX/year> ( the day my vehicle was repossessed ). I didnt see that he called until the next day, so I got in touch with him XX/XX/year>. During that call, he assured me that he would make this right and do everything in his power to resolve this situation. He was supposed to call me back within the next few hours with that resolution, but never did. I called again the next morning, and he told me he was waiting for a call back from my lender, and that I could call again later if I wanted. I did. It was during that XXXX  call that I realized he had not investigated a thing and had no intention of resolving anything. He fed me multiple excuses before negating everything I complained about because and this is summarized I didnt have my car anymore anyway, and theres very little, if anything, that can be done at this point. Im picking up my car tomorrow morning ( XX/XX/year> ), so if this was a valid reason not to make things right, which it isnt, it isnt valid anymore. Later that same evening, I updated my BBB complaint to unresolved ( because that day was the deadline to respond ) and I havent heard from him since. 

Im not alone in this situation. XXXX XXXX cant even keep accreditation with the BBB because they have wronged so many people. That being said, maybe Consumer Financial Protection Bureau will recommend a class action suit. I dont know how this all works, but Im not going to stop filing complaints until Im compensated for the wrong that was done to me."
9782071,Vehicle loan or lease,Loan,Getting a loan or lease,Confusing or misleading advertising or marketing,"Carvana Group, LLC",AZ,2024-08-14T00:24:46.000Z,Closed with explanation,Yes,Carvana would not release a vehicle to me after purchasing when myself and lien holder took care of both payments on our end I received my refund but Carvana has given the run around on the turn around timeframe on making sure my credit union gets their money back for a failed attempt to being able to purchase a car Thru Carvana
9781797,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged,Bridgecrest Acceptance Corporation,CO,2024-08-14T01:17:29.000Z,Closed with explanation,Yes,"XX/XX/XXXX my girlfriend ( now former ) and I purchased a vehicle, our agreement was that she would keep the vehicle and make all the payments. From the loan history it is more than clear that she made more late payments than on time. 

Bridgecrest was contacted several times, the chats are attached. I do not have copies of the previous chats, but i am sure they have records. 

XX/XX/XXXX contact from me XX/XX/XXXX response XX/XX/XXXX additional questions XX/XX/XXXX no response, so i followed up XX/XX/XXXX general response, no answers XX/XX/XXXX request for financial agreement/loan contract XX/XX/XXXX submitted, 2-5 business days for processing XX/XX/XXXX requested again, sales contract was the only thing received from prior request XX/XX/XXXX requested again, since no response was received XX/XX/XXXX contract received A phone call was made to Bridgecrest on Friday XX/XX/XXXX XXXX object to the extension of the loan with customer service. Customer service advised me that the extension is approved upon request of the client, no written request or signatures are necessary. 

The Installment Contract ( attached ) states on the bottom of page 3 : "" General : Any change in this Contract must be written and signed by you and us. The law of the state of the Dealer 's place of business shown in this Contract applies to this Contract. If that law does not allow all the agreements in this Contract, the ones that are not allowed will be void. The rest of this Contract will still be good. '' There were 2 extensions requested by my former girlfriend and given the first on XX/XX/XXXX, the second on XX/XX/XXXX. Each contact made, or attempted to make, with Bridgecrest was to voice my objection to any extension. I never agreed to or ratified any extension to the loan. At one point the customer service employee I spoke with said the extensions were a courtesy given to the customer. 

Bridgecrest is in breach of contract. Their own contract says any change must be signed by, "" you and us, '' They modified the terms of the original written contract that I never signed, agreed to or ratified. In reality they extended the terms of the contract and made me liable for more than I contracted."
9781624,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,"Consumer Portfolio Services, Inc.",GA,2024-08-14T01:58:35.000Z,Closed with explanation,Yes,XXXX XXXX XXXX XXXX XXXX Ga used high pressure sales tactics to talk me into a truck I did not want and now Im stuck with a high interest car payment
9781535,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem while selling or giving up the vehicle,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,2024-08-14T01:03:07.000Z,Closed with explanation,Yes,"On or about XXXX XX/XX/year>, I went to XXXX XXXX located at XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX, MD XXXX to purchase a previously owned XXXX XXXX. During the test drive, my family and I noticed that the Air Conditioning did not seem to work. Prior to purchasing the vehicle, we raised the AC issue and they said that they would fix it while I filled out the financing as it was likely a coolant issue. After I completed the financing through Bank of America, and put down XXXX dollars as a down payment, I was informed that I would not be able to take possession of the vehicle because they needed to work on the air conditioning issue and it would be another day before it was ready. After several weeks, the issue became a compressor issue that the dealership was unable to fix and the general manager said that we would need to void the contract. This occurred on approximately XXXX XXXX. At that time, I was told that the dealership would send a notice of cancellation to the bank, refund the payment to bank of america and that I would receive my down payment back in approximately XXXX hours. On XXXX XX/XX/year>, I still had not received my down payment and the loan was still showing active. I went back to the dealership and they said they had sent the notice of cancellation and the payment to Bank of America. On XXXX XXXX I finally received my down payment back. As of today, XXXX XXXX, the dealership has still not provided payment to Bank of America. After speaking with bank of america they have said there is nothing they can do until they receive the refund for the financing from the dealership. At this time, I have already had a payment due on the loan for a vehicle i've never been able to take possession of and for a contract which was voided almost a month ago. I am concerned that the actions of the dealership are going to affect my credit and that I will be paying interest on a loan for a vehicle I do not have and will never possess. I have tried to talk to the dealership multiple times to get this issue resolved and have spoken to bank of america on several occasions over the past XXXX weeks. I am now in a position where I am facing paying XXXX loans as my family had to purchase a different vehicle and am having to deal with adverse credit scores due to the dealerships unwillingness to pay back the loan following the cancellation of the contract."
9781514,Vehicle loan or lease,Loan,Incorrect information on your report,Account information incorrect,CREDIT ACCEPTANCE CORPORATION,FL,2024-08-14T01:10:15.000Z,Closed with explanation,Yes,Credit Acceptance has been furnishing late payments on my credit report on a vehicle that I surrendered in XXXX. I spoke to credit acceptance about the issue back in XXXX and told them about the issue and told them I no longer have the car and the said the last location the car was known to be was the auto shop where I told them to retrieve the vehicle. I also have not been giving any notice that these late payments are going to be reported on my consumer report. these late payments have been ruining my consumer report and making it hard for me to establish credit and provide for my family and I.
9781196,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,"SANTANDER HOLDINGS USA, INC.",FL,2024-08-14T02:33:07.000Z,Closed with non-monetary relief,Yes,"SantanderConsumerUSA deceptive business practices. 

SantanderConsumerUSA was sent a check on XX/XX/XXXX for final payment from XXXX XXXX XXXX, the dealership, on a vehicle that was financed through them. This is the final payment owed on a total loss vehicle. 

I called on XX/XX/XXXX and was told the check was "" missing ''. 

On XXXX XXXX XXXX XXXX XXXX contacted Santandar and Santander confirmed they were in receipt of the check and it would post shortly. 

I called on XX/XX/XXXX to see if the check posted it was "" missing ''. 

Santander then called me on XX/XX/XXXX to say the check was "" found ''. 

I called on XX/XX/XXXX payment was still not posted and was told the check was "" missing ''. I threatened to contact an attorney. 

On XX/XX/XXXX the check magically appeared and posted to the account and the account was closed. 

On XX/XX/XXXX they reversed the check saying there was a stop payment on the check. 

On XX/XX/XXXX dealer sent a new check overnight via UPS with tracking and signature required. 

On XXXX Santander signed for the package ( I have a copy of signature delivery - attached in document section ) On XX/XX/XXXX I have a recorded phone call where they confirmed they have the check and was told it would post in 5 business days. 

On XX/XX/XXXX it is still not posted. I am being sent a bill, still being charged interest. Recorded a conversation with a manager on XX/XX/XXXX where again Santander confirmed they have possession of the check and then I was hung up on. 

I called again on XX/XX/XXXX after being "" disconnected '', also recorded the call and now the check has gone "" missing ''. 

XX/XX/XXXX reviewed several XXXXXXXX XXXX complaints and this failure to post payment to consumer accounts seems to be their general business practice, practically those with total loss vehicles. Not an attorney but appears to be consumer fraud on mass scale. 

This is a deceptive business practice and needs to stop. This bank should be investigated and have operations suspended until they make their consumers whole."
9778430,Vehicle loan or lease,Loan,Repossession,Account reinstatement or redemption after repossession,"American Credit Acceptance, LLC",FL,2024-08-09T18:17:20.000Z,Closed with explanation,Yes,"Hello, on XX/XX/year> I called at XXXX American credit acceptance to work out a payment plan to get my car back from repossession. I originally let them know I was going through bankruptcy & I wanted to leave my car loan out of the bankruptcy & work with them on a payment. I asked the rep if there was a way I could have an extension on the account and I pay a month bill and get my contract restructured & he agreed. Later at XXXX I called back to see if I could get the loan restructured and the agent was very rude & didnt allow me to speak. The agent also hung up on me. I called back again to speak to a supervisor at XXXX and the supervisor stated they were going to escalate the matter. I told them I was going to report them to the consumer agency and sue them for customer mental abuse & slander during a stressful moment in my life. I asked them to let me get my vehicle back & restructure the lease & they still said that it wouldnt be a guarantee. They currently are charging me {$510.00} a month with a 24 % interest rate & I am now finding out even the interest is illegal in Florida to be this high. I want to take full action on this company soon as possible. American credit acceptance phone number is XXXX / complaint Thank you"
9778377,Vehicle loan or lease,Loan,Incorrect information on your report,Account status incorrect,TOYOTA MOTOR CREDIT CORPORATION,FL,2024-08-09T23:07:38.000Z,Closed with explanation,Yes,"Accordance with the Fair Credit Reporting Act XXXX XXXX XXXX  Acct XXXX XXXX XXXX has violated my rights. 

Act 15 USC 1681 section 602 A. States I have the right to privacy.

Act 15 USC 1681 section 604 A section 2 also states a consumer reporting agency can not furnish an account without my written instructions.

Act 15 USC 1666 B A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose."
9777803,Vehicle loan or lease,Loan,Repossession,Notice to repossess,WELLS FARGO & COMPANY,NV,2024-08-12T07:30:06.000Z,Closed with explanation,Yes,My car was repossessed without any notice. Im not sure of the date/year but I believe it was around XXXX - XXXX.
9777740,Vehicle loan or lease,Lease,Repossession,Damage caused or loss of personal items in vehicle during the actual repossession,PENTAGON FEDERAL CREDIT UNION,IN,2024-08-12T07:36:18.000Z,Closed with explanation,Yes,I lost my job XX/XX/XXXX and I've made several attempts at signing up for the hardship program supposedly offered by pended credit union and they were all denied for not providing documents that they did not contact me requesting. Essentially making it impossible for me to take part in the hardship program. I had explained to the company that I lost my job and had started XXXX XXXX XXXX I made a {$500.00} payment XX/XX/XXXX and another {$100.00} XX/XX/XXXX. I had explained to the company I was submitting payments as I had the funds and they agreed and removed late fees. On Friday XX/XX/XXXX penfed credit union left me a voicemail dating they needed to speak to me about a time sensitive matter. I had planned to call them Monday XX/XX/XXXX during their business hours as they are not open on weekends. My front wheel drive car was pulled screeching by the back wheels down the road XX/XX/XXXX at XXXX BEFORE their office was even open for me to return the phone call. My car was taken with my firearm and personal belongings in it.
9777540,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged,CREDIT ACCEPTANCE CORPORATION,AL,2024-08-09T23:48:41.000Z,Closed with explanation,Yes,"Subject : Formal Complaint Against Credit Acceptance Corporation and XXXX XXXX for Unfair Lending Practices and Predatory Sales Tactics Dear CFPB Representative, I am filing a formal complaint against Credit Acceptance Corporation and XXXX XXXX in XXXX, Alabama, regarding the unfair and predatory lending practices that I was subjected to during the purchase of a 2022 Used XXXX XXXX on XX/XX/year>. My experience, as detailed below, highlights serious concerns about the business practices employed by these entities, which I believe are in direct violation of consumer protection laws. 

XXXX. Unfair Lending Practices and Hidden Costs : During the sales process, XXXX XXXX, in collaboration with Credit Acceptance Corporation, pushed me into a high-cost loan with an Annual Percentage Rate ( APR ) XXXX  % that far exceeds state usury caps. I was not adequately informed of the true cost of the loan, including hidden interest rates and surreptitiously added products. The contract included add-on products and services, such as a service contract with XXXX XXXX XXXX XXXX XXXX which I did not request, authorize, or fully understand at the time of signing. 

XXXX. Manipulation of Loan Terms Through Complicated Algorithms : It has come to my attention that Credit Acceptance employs sophisticated algorithms to determine how much it can collect from borrowers like me, leading to the offering of loans that are structured to yield high profits for the company, regardless of the borrower 's ability to repay. This approach results in predatory loans that trap buyers in unfavorable financial situations. I believe this was the case with my loan, as the terms and interest rates were significantly worse than what was verbally assured during the sales negotiation. 

XXXX. Predatory Sales Tactics : The sales representatives at XXXX XXXX engaged in deceptive practices by pushing me into a loan that I could not reasonably afford, given my financial situation at the time. I was promised favorable loan terms that were not honored in the final contract. Additionally, I was not given a full and transparent explanation of the loan terms, which led to confusion and a lack of informed consent on my part. 
XXXX. Violation of Consumer Protection Laws : The practices described above constitute violations of federal and state consumer protection laws. I believe that Credit Acceptance Corporation and XXXX XXXX have knowingly engaged in unfair, deceptive, and abusive practices to trap consumers like me into high-cost loans with hidden fees and unfavorable terms. 
Resolution Sought : I request that the CFPB conduct a thorough investigation into the practices of Credit Acceptance Corporation and XXXX XXXX. I also seek the following remedies :."
9777332,Vehicle loan or lease,Loan,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,CREDIT ACCEPTANCE CORPORATION,DE,2024-08-10T16:10:11.000Z,Closed with explanation,Yes,On XX/XX/year> I spoke with an agent from XXXX. She told me Credit acceptance was lying about not being able to remove the debt. She also told me that credit acceptance has all the documents to remove it. And that XXXX has all the documents to remove as well and they are just waiting on the creditor. The agent also suggested it was illegal that credit acceptance refuses to remove the tradelines with documentation. XXXX removed the employment information from my report. The same job credit acceptance is claiming I gave them paystubs for. Credit acceptance also removed their XXXX ad after I brought attention to their negative reviews and shared other similar experiences to mine with the CFPB and XXXX. I called credit acceptance and like always they offer no solutions. They told me to my face they will not change their Answer. The legal team is very rude and disrespectful also refuses to help with my situation. I plan to take legal action and sue credit acceptance for the damages if this is not removed. They also told me that they will not respond to my CFPB report that is unfair because Im using my resources the best way I know how. They admitted on a recorded line they accept fraudulent information for an auto loan. But wont remove this account. They are gathering information from the disputes not from the contract and using it against me
9777236,Vehicle loan or lease,Loan,Getting a loan or lease,Changes in terms mid-deal or after closing,Mercedes Benz Financial Services,FL,2024-08-10T03:11:46.000Z,Closed with explanation,Yes,"I did not request anything to be removed off of my credit! This complaint is NOT all about credit inquires on my credit report. This is about XXXX XXXXXXXX XXXX XXXXXXXX XXXX committing FRAUD, According to 15 U.S. Code 1605 - Determination of finance charge. The amount of the finance charge in connection with any consumer credit transaction SHALL be determined as the sum of all charges, payable directly or indirectly by the person to whom the credit is extended, and imposed directly or indirectly by the creditor as an incident to the extension of credit. The finance charge DOES NOT include charges of a type payable in a comparable CASH TRANSACTION. With that being said XXXX XXXX XXXX XXXX XXXX is committing fraud by forcing people to pay cash ( Down payments ) in a finance charge, and when they refuse to pay cash down they deny their credit application. This is Disparate Treatment of inconsistent application rules and policies that is being projected on me and violates Truth In Lending and Equal Credit Opportunity Act. At the end of the day, I just want XXXX XXXX to Accept the terms I have provided them with according to the Law, approve my application, and ship the vehicle in the Brochure to XXXX XXXX XXXX XXXXXXXX XXXX. Thank you very much again."
9777176,Vehicle loan or lease,Lease,Managing the loan or lease,Problem with additional products or services purchased with the loan,"BMW Financial Services NA, LLC",PA,2024-08-12T14:43:01.000Z,Closed with explanation,Yes,"Started lease transfer via BMW financial services on XX/XX/XXXX with documents signed by both parties. XXXX transfer process near completion. Informed on XX/XX/XXXX that car has new recall and now can not lease transfer. Attempted to fix recall immediately however was told that no fix is available ( no parts available ) with no timeline available - told by service center at dealership it could be months. This recall is for brakes and per the recall could cause increased risk of injury due to this recall. I called BMW financial services, recall center, and corporate to attempt to either continue transfer, attempt payoff myself to sell car, or return car to dealer. These were all denied, per BMW. I checked in again on morning of XX/XX/XXXX with dealership and corporate- was told that fix is still not available and I have no recourse. I am stuck in a lease with a car that is not safe to drive ( I have a XXXX  and XXXXXXXX XXXX XXXX  ) and yet can not get out of lease. I am submitting this to CFB to help as I am likely not the only customer in a similar situation ( this recall likely effects thousands of customers. )"
9776815,Vehicle loan or lease,Loan,Getting a loan or lease,Confusing or misleading advertising or marketing,JPMORGAN CHASE & CO.,FL,2024-08-11T18:45:59.000Z,Closed with explanation,Yes,"XXXX XXXX has committed a Fraud by selling me an unfinished Car. They have made many false promises in order to sell their product. Chase Auto was their Finance Partner and they should also be held accountable. First they gave loans at a very high rate of interest and within a couple of months they dropped rates to lure new buyers. I dont believe they were not aware of XXXX financial situation back in XXXX XXXX. I purchased the car in XX/XX/XXXX. 
XXXX has filed for bankruptcy and will not be able to honor warranties and has not committed to giving owners promised features of the car."
9776804,Vehicle loan or lease,Lease,Repossession,Loan balance remaining after the vehicle is repossessed and sold,Bridgecrest Acceptance Corporation,GA,2024-08-11T21:46:55.000Z,Closed with explanation,Yes,"Under Section 1635 ( f ), if a lender has failed to provide to the borrower either the notice of rescission or accurate material disclosures, an extended right of rescission is provided that expires three years after the transaction consummation date or upon the sale of the property, whichever occurs first."
9776744,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem while selling or giving up the vehicle,CAPITAL ONE FINANCIAL CORPORATION,GA,2024-08-09T19:03:33.000Z,Closed with explanation,Yes,"I got a car XXXX  XXXX XXXX XXXX XXXX XXXX with financial company ( capital One ). Well to sum it all up on XXXX when I got the car the tags was talked about with me getting them. Sure, I gotten used cars before, however the check engine light came on XXXX, and the info I got stated the XXXX XXXX XXXX  will not pass inspection so, got some things fixed ( so I thought ) To my surprise the light went off. The check engine light came on again ( I knew that if light on the car can't get inspected ) Was going to get that issue fixed, but car broke down at job the day I was going to get it fixed. I was told the dealership was suppose to get the inspection done. but my dealers tag had not yet, expired. I did end up getting an extension from county tag office. XXXX  XXXX new the car was not going to pass. So, how was I getting the tags. XXXX  XXXX stated to me the tags would be in the mail not yet received. when the XXXX XXXX XXXX  finally broke down the two repair shops inform me of a new motor. So, had car towed back too dealership on XXXX, during that month a car note payment was made. to Capital One finance. XXXX  XXXX has the XXXX XXXX XXXX  car do not run and so all of this needs to be undone cause of fraud."
9776726,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,Bridgecrest Acceptance Corporation,MN,2024-08-09T17:11:08.000Z,Closed with explanation,Yes,"Bridgecrest Credit Company , LLC holds the loan for my recently totaled XXXX XXXX XXXX. My insurer, XXXX XXXX, issued 2 payments on XX/XX/XXXX, an electronic payment of {$15000.00}, and a paper check payment in the amount of {$2300.00}. The payment of {$15000.00} was credited to my account on XX/XX/XXXX. The paper check for {$2300.00} has not been cashed as of XX/XX/XXXX ; however, my loan balance has been increased by this exact amount, showing up as a returned to sender payment on XX/XX/XXXX. If these payments had been accurately credited, my payoff balance should be approximately {$2300.00} ; at this time, my payoff balance is currently being displayed as {$4400.00}. 

When I contacted Bridgecrest to see why they debited the {$2300.00} from my account instead of crediting the payment, the representative was unable to explain why this happened. He did verify that my account information showing in the app is incorrect, and stated this was because my account has been "" placed for work. '' When I asked when I could expect that to be resolved, he stated that the account had been "" placed for work '' for an unspecified and indeterminate amount of time. He informed me that I would need to continue making my regular payments toward the loan, or else I would be reported delinquent to the credit bureaus. 

I also requested details of the "" work '' being done to my account, which the representative was also unable to provide. Further, he would not provide an estimate of how long this unspecified work tended to last on average. 

After this phone call I contacted XXXX and confirmed that both payments above had been issued on XX/XX/XXXX, and confirmed that the check for {$2300.00} had not yet been cashed by Bridgecrest. At this time, XXXX will not place a stop payment on this check, in order to allow Bridgecrest to process the payment without additional delay once they have resolved this issue. 

I believe that Bridgecrest is withholding the payment issued by XXXX in order to continue forcing monthly payments on the account at 21.072 % interest, which will prevent me from obtaining financing on a new vehicle. I would further be unable to obtain financing on a new vehicle if they were to report me delinquent on my payments, despite them already having received payment for almost the entirety of the loan. 

At this time, because they are refusing to report my loan balance accurately, I am unable to obtain a new vehicle as I can not project the amount of financing necessary to cover a small payoff balance."
9776687,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,CAPITAL ONE FINANCIAL CORPORATION,SC,2024-08-12T14:51:16.000Z,Closed with explanation,Yes,"The company Capital One actually I am pretty certain and have been calling the correct authorities to confirm this, but I am very certain that they have broken the usury laws, and it has become a predatory lending issue. They are charging me 18 % and the XXXX in SC that I can find online, but still don't have XXXX solid sources of this, but the XXXX should be 16 % interest on a car loan. 

They have been charging me {$350.00} a month for a car that is not even worth that. I have bought the car used a year ago for over XXXX and now still owe about XXXX and after a year of payments and a XXXX blue book research of my car, it comes in at a price of {$4500.00} now. That's a massive difference between what they still wish to be paid, compared to what it is worth. 

They have started the repo process, but not totally sure they really know where I am. I would like to keep the car, but drop the interest down to something reasonable. I need these payments to be well under {$250.00} a month and I can make those payments and get caught up on the money that is behind, but rather, since they are pretty much caught breaking the law then they will be forced by court to pay back all the interest they acquired that was illegal, that can go towards my car payments. 

Furthermore, I am not trying to get anything free, just fair and legal. Even 16 % is way too high, and I didn't know this when purchasing the car, but now I am very aware of it and my rights and the law."
9776592,Vehicle loan or lease,Loan,Repossession,Loan balance remaining after the vehicle is repossessed and sold,CREDIT ACCEPTANCE CORPORATION,MA,2024-08-11T14:08:48.000Z,Closed with explanation,Yes,The problem is with credit acceptance corp They they were charging me {$8000.00} over the price of the car. Plus interest on the payments The dealership did not openly disclose this info at time of signing.
9776564,Vehicle loan or lease,Loan,Repossession,Account reinstatement or redemption after repossession,CARVANT FINANCIAL LLC,PA,2024-08-12T15:23:00.000Z,Closed with explanation,Yes,Carvant financial have repo a car from me 7 years ago and there still report on my credit report I ask them for several documents a 1099a to clear the debt I have not gotten any response
9776299,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged,CREDIT ACCEPTANCE CORPORATION,OH,2024-08-11T11:27:08.000Z,Closed with explanation,Yes,"This company has overcharged the value of the car. Credit Acceptance has made it impossible for anyone to pay the loan back. This company knew my situation when I first purchased my vehicle with them. The vehicle died off in the first XXXX days of having it. So I ended up writing a Better Business Bureau report because Credit Acceptance would not let me out of loan or trade vehicle. I got some great feedback after writing BBB.ORG. Credit Acceptance and The car dealership decided to trade me into another vehicle. Sadly that vehicle engine went out less than XXXX  months after purchase. So I was given another bad vehicle. Credit Acceptance refused to work with me regarding repairs and car payments. I purchased the extended warranty to cover things like this. I had to do another BBB Report for them to get the engine repaired. However, it took them XXXX XXXX  months for the engine to be repaired. So I was out of a car the entire time. I was paying for car rentals which made it impossible to keep up with car payments, I needed transportation for work and also my family. So I lost wages all around and I express that to Credit Acceptance. I ask for the payments to be paused until they can hold the end of their deal with the repairs. During this time the pandemic was happening also. All that being said I just discovered my credit report. Credit Acceptance has reported me to all credit bureaus. Reports of late payments and nonpayments every XXXX weeks. Since XX/XX/XXXX XXXX XXXX XXXX  years of fees and bad credit reporting. I have been on a promised agreement plan with them since that time frame as well. The car payment loan is XXXX a month. I have been paying different amounts to catch up with payments from large to small. I started paying XXXX twice a month since XXXX. Honestly wasn't supposed to have a past due balance due to the issue with the vehicle and lost wages due to not having a vehicle and losing income because I couldn't get to work. I have been overcharged for the vehicle price I am charged XXXX for a XXXX XXXX XXXX. The asking price wasn't this amount. The price also on the credit report is XXXX which has already been paid off. However, they asking for XXXX on their website. Another reason for the payments being behind is due to the car having multiple stolen car attempts. This Brand car ( XXXX ) crime rate is extremely high. This has happened XXXX times in XXXX year. This has caused my car insurance to rise because of claims. Also caused me other expenses such as car insurance deductible, car rental fees, XXXX XXXX, and garage fees. I just want this issue taken care of and cleared off my credit report. I just want this car label paid in full because it already has been overcharged and I lost more than the asking price."
9776206,Vehicle loan or lease,Loan,Getting a loan or lease,Problem with additional add-on products or services purchased with the loan,CREDIT ACCEPTANCE CORPORATION,GA,2024-08-12T16:00:50.000Z,Closed with explanation,Yes,I purchased a car from credit acceptance and GAP insurance was added to my loan. They said it will pay if something happens in the future. But when my car was total two months ago. They failed to keep Thier promises. After insurance gave them XXXX dollars for total lost which left a balance of XXXX but now they want me to pay it. First the car valued at XXXX but in total I paid them XXXX so they overcharge me from the beginning and then misleading me to pay XXXX for GAP. The vehicle was XXXX XXXX XXXX
