complaint_id,product,sub_product,issue,sub_issue,company,state,date_received,company_response,timely,complaint_what_happened
9925538,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,JPMORGAN CHASE & CO.,PA,2024-08-26T21:13:15.000Z,Closed with explanation,Yes,"XXXX REFUNDED {$520.00} 2 MONTHS AGO, and chase refuses to credit my account. on XX/XX/year>. the XXXX CHARGE IS DATED XX/XX/year> THEY HAVE DAMAGED MY CREDIT REPORT MASLISCIOUSLY THEY SHOULD BE CHARGED WITH ELDER CRIME. 

I WILL CHARGE. {$2000.00} CONSULTATION FEE TO RESOLVED THIS FOR THEM"
9925532,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,SYNCHRONY FINANCIAL,OR,2024-08-26T20:58:36.000Z,Closed with explanation,Yes,"I signed up to pay for paper billing with Synchrony. I'm okay with paying a little more to receive paper billing. After signing up and paying for paper billing, I am no longer able to view my statements electronically. I have other accounts with Synchrony where I am able to receive paper bills, and also view statements electronically. This policy was not disclosed to me when I signed up for paper billing. It feels very manipulative not to offer any option to receive paper bills, while also retaining access to electronic statements. It feels like a security issue as well, having access to electronic statements helps me quickly verify previous activity."
9925518,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,CAPITAL ONE FINANCIAL CORPORATION,CA,2024-08-26T21:09:01.000Z,Closed with non-monetary relief,Yes,I received a bank statement from Capital One for Payment for a Credit Card which I am not aware of. I called the bank to start the dispute and they told me it will take up to 60 days.
9925511,Credit card,Store credit card,Trouble using your card,Can't use card to make purchases,SYNCHRONY FINANCIAL,MI,2024-08-26T14:05:30.000Z,Closed with explanation,Yes,"I made a payment of {$740.00} on XX/XX/XXXX, paying off a balance before any due date. That payment is now on hold for 10 days as it was "" high risk '', which was explained as any payment over {$500.00}. It has fully cleared my bank, and the company admits the payment was made and is completed. However, they will not readjust my available credit limit for 10 days. Reasons for this were given as "" your bank may want that money back ''. I was also told it would be XXXX hours from the time the payment was made, then that time chanced to 5 days as I pushed for an answer, then finally 10 days before they hung up on me. I have three accounts with this finance company, and this has never happened over the course of years with many different payment amounts and different accounts. 

I checked with my bank ( XXXX XXXX ). They can not just take that money back, it has fully cleared, and my checking account balance confirms this. 

This policy is set up to discourage consumers from fully paying down balances, thus increasing the chances interest accrues. 

Furthermore, they refused to email me a transcription of the live chat, then disconnected. The remainder of the customer service interaction was encountered via phone call."
9925408,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,SYNCHRONY FINANCIAL,FL,2024-08-24T02:20:03.000Z,Closed with monetary relief,Yes,"I made a purchase, order # XXXX, from XXXX XXXXXXXX XXXX XXXX through XXXX on XX/XX/year>. It was for a XXXX XXXX XXXX XXXX ( XXXX XXXX XXXX ). I used PayPal Credit ( Synchrony Bank ) through my XXXX account. I did not receive the item. I was advised to contact the shipper ( United States Postal Service ) and to file a dispute so the money would not be released to the seller. I complied with both requests. I was contacted by the shipper ( XXXX ) pertaining to the claim I filed and was advised verbally as well as in writing that the package with the tracking number ( XXXX ) given me by the seller did not have my address on it. I sent a copy of this letter to PayPal Credit XXXX XXXX to date to no avail. They just keep sending me a standard letter stating that they have contacted the seller and was given papers showing the package was delivered, As far as I am aware they have not contacted the shipper to verify the actual address on the package. According to the shipper they can not release the actual address on the package showing where it was delivered to, to me because it is not my address and they do not want me going there. In conclusion, I made a purchase, I still have not received that purchase or a refund. I would really like to have this resolved. I am not a thief and I don't see why I should have to pay for something I DIDNOT receive. I have copies of all chats and correspondents if you require them. Thank you for looking into this I really appreciate it."
9925400,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,SYNCHRONY FINANCIAL,NY,2024-08-22T05:11:23.000Z,Closed with non-monetary relief,Yes,"This account is invalid. XXXX needs to verify under oath that this claim is valid, free from any claims and defenses including but not limited to any breach of agreement, failure of consideration, or material alterations, and that the original lender provided value. Further, the alleged account was transferred in good faith and with the consent of all parties involved. If they are unable to provide under oath the previously listed items then I require the account to be removed from my credit & their records. 

XXXX XXXX XXXX"
9924953,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,BARCLAYS BANK DELAWARE,NY,2024-08-26T21:50:10.000Z,Closed with monetary relief,Yes,"I lost my credit card issued by Barclay Priceline with number ending in XXXX on XX/XX/XXXX and immediately reported to the company on XX/XX/XXXX. The company closed my old card, removed the 3 fraudulent transactions and issued me a new card in mail. 

In XXXX, those 3 fraudulent transactions were reposted on my account and I called around XX/XX/XXXX to inquire. One representative told me the fraud case had not been carried over to the new card, so she issued me a new card again. After waiting for a week, I received the new card in mail, but the 3 fraudulent transactions still remain on my new card. 
So I called the merchant again on XX/XX/year>. Then I found out that they closed the investigation claiming that one of the unauthorized transaction was with the same merchant I done business before, so the company concluded the fraudulent transaction is valid and require me to pay. 

I attached the XXXX statement with those three reposted fraudulent transactions, more information is available if needed."
9924911,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,SYNCHRONY FINANCIAL,AZ,2024-08-26T22:17:03.000Z,Closed with explanation,Yes,"CareCredit or otherwise known as XXXX XXXX  closed my account without giving a 45 days notice which I read was a violation of the Truth in Lending Act. I was making on time payments ( paying extra far in advance ) because they said that since I agreed on the terms and agreements that it can be closed to XXXX bounced payments that it automatically closes. The payments were done far in advance and I would pay daily since I get paid daily at my work, but the daily pay systems crashed unexpectedly. Once I could fix it the next day, I had called and had the payments stop until XXXX at my work was working again which took a week. CareCredit is refusing to do the right thing and fix this issue or let me talk to their corporate attorney."
9924893,Credit card,Store credit card,Improper use of your report,Credit inquiries on your report that you don't recognize,SYNCHRONY FINANCIAL,CA,2024-08-26T22:05:38.000Z,Closed with non-monetary relief,Yes,"Received an alert for a hard inquiry from SYNCB/TJX CO XXXX I did not apply for a new line of credit, my credit was used unauthorized. Called the company to ensure line of credit was not opened, I was informed the application was denied. Proceeded to freeze my credit and place fraud alerts."
9924878,Credit card,Store credit card,Getting a credit card,Card opened without my consent or knowledge,WELLS FARGO & COMPANY,OR,2024-08-26T21:44:39.000Z,Closed with monetary relief,Yes,I was a victim of identity theft XX/XX/2023 in the amount of XXXX I have more then proved to wells Fargo this was not my signature and that the furniture was not delivered to my home as they claim. what Wells Fargo has done and been allowed to do is criminal and has now cost me XXXX in attorney fee 's now not only am I victim of identity theft but of big banking. Now I'm since adding the information form the DA office since she was caught.
9924850,Credit card,Store credit card,Fees or interest,Problem with fees,"Bread Financial Holdings, Inc.",FL,2024-08-24T21:22:30.000Z,Closed with monetary relief,Yes,"On XX/XX/year>, I opened a credit card while checking out at Ann Taylor Loft at XXXX XXXX in XXXX, Florida. I do not know exactly when I received the physical card in the mail. 

I had not upgraded my wardrobe since XXXX, so I opened a number of other credit cards between XX/XX/XXXX ( the day of my big shopping spree ) and XX/XX/XXXX, including at XXXX XXXX XXXX Ulta, and XXXX 's XXXX 

I did not expect that any payments on those new cards would be due until the end of XX/XX/year>. As the cards arrived in the mail, I set the envelopes on my desk so that I could open up online accounts and pay off the balances in full. 

I do not recall whether the envelope that contained the credit card included a statement balance or any information about the due date for my first payment. 

On XX/XX/XXXX, I made returns from XXXX purchase to the XXXX XXXX XXXX. While there, I asked the representative if it would be possible for me to pay my credit card balance while in store. She informed me that I could not. I did not realize that my first payment due date was closing in. 

On the evening of XX/XX/XXXX, I decided to create online accounts for each of my new credit cards and pay the balances, as I had just received my semimonthly paycheck from my employer and had enough cash in my checking account to cover all of the charges. When I set up the Loft account with Comenity bank, I immediately made a payment online ( I believe I also attempted to call to make a payment by phone ). I did not understand that making a payment after XXXX XXXX on the due date would incur a late fee. 

I thought that I had paid off my balance in full. I missed the statement balance that was sent via email on XX/XX/XXXX. 

Searching for "" XXXX  '' in my XXXX reveals that between XX/XX/XXXX and XX/XX/year>, I received XXXX emails from XXXX, Ann Taylor, XXXX XXXX, and XXXX XXXX XXXX. I specifically received XXXX emails from XXXX XXXX, but only XXXX of those emails indicated that they were credit card balance statements and none gave a clear indication that I still owed money. 

On XX/XX/XXXX, I noticed an email that my statement had posted. I almost did not click on it because I assumed it was a XXXX balance. The email stated that the minimum payment due was {$40.00}, which is why I logged into my Comenity account this afternoon. 

My account indicated that I had XXXX {$30.00} late fees and a {$3.00} interest charge related to the payment I made on XX/XX/XXXX, XXXX hours after the XXXX deadline. I called a representative and was told that they could remove {$15.00} from the balance, I was then told by a second representative that I could remove {$30.00}. I informed a third representative that I was willing to pay {$15.00}, which is what I would have paid if I had realized this to be a problem sometime before incurring a second late fee. 

The representative informed me that I would actually need to pay {$21.00} to cover a total balance of {$66.00}. I have attached screenshots show how she had to walk me through where to click in order to get the accurate balance to pay off the card. 

I am not sure that I have paid off the card in full, since I made the payment again after XXXX XXXX. 

This is confusing, senseless, and I will be closing my card as soon as I can confirm that this balance has been paid in full and that CFPB has closed its investigation into the unfair practice."
9924652,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"GOLDEN 1 CREDIT UNION, THE",TX,2024-08-24T23:10:47.000Z,Closed with explanation,Yes,"Golden1 has decided to practice adverse actions against me. Golden1 actions has affected me as a certain protected class, and Golden1 has intentionally provided me with false information about my credit card account. Golden1 has ensured that their conflicted information will result in a negative impact on my financial future. From XX/XX/year> to XX/XX/year> Golden1 has continued to obstruct access to my credit card without any reason ( XXXX ). 
I have an extensive call log that displays the constant communication that I had with Golden1 over the period of the past 8 months. I requested information in writing on XX/XX/year>, XX/XX/year>, XX/XX/year>, XX/XX/year> and XX/XX/year> to no avail. 

Golden 1 has continued to obstruct access to my credit card. As of today I have noticed that someone has removed online payment access to my card. Also, my card no longer shows availability balance. I request a full detail transaction record taken by Golden1 to obstruct my usage for my credit card. You have impacted my financial future and have constantly refused to show me in writing your step-by-step actions with dates/times and names as to who, when and why these negative actions have been taken against me. Golden XXXX has left me with no recourse, but to file a consumer complaint to hold Golden1 accountable. Golden1 initially approved me for this card then refused to mail the card to me for weeks. Then after several conversations the card was mailed to me. And now I'm experiencing additional adverse action by Golden1. I believe that I have been treated unfairly by Golden 1 and intend to pursue the matter further. It's unfair and discriminatory business practices that have negatively impacted me.

To date I continue to make payments online through my Golden1 account."
9924638,Credit card,Store credit card,Trouble using your card,Credit card company won't increase or decrease your credit limit,SYNCHRONY FINANCIAL,NJ,2024-08-25T00:05:23.000Z,Closed with explanation,Yes,"Opened a line with SYNCB/CARE CREDIT to pay for a huge XXXX  bill that was XXXX XXXX. The credit line was first opened in XXXX  2024. Originally the limit was lower but I paid it off completely and needed to use it for another bill. This is when I took out the {$6500.00} once approved. I have made payments XXXX XXXX on time and even with extensive procedures needing more than {$6500.00}, I have brought the balance for Carecredit down to {$5500.00}, making it XXXX XXXX  of my accounts limit. I finally made it to XXXX credit score and now I got a mail from Synchrony saying that they are lowering my credit line to {$5500.00} due to "" XXXX XXXX XXXX XXXX XXXX XXXX XXXX "" "" Average Time Since Accounts Opened Is Too Recent '' "" Average Time Since Revolving Accounts Opened Is Too Recent "" "" Too High Proportion Of Accounts Recently Opened '' I also have an account with Synchrony and that is my Paypal credit that is longstanding, I have a {$2000.00} credit and use about XXXX XXXX of the credit, yet I have made payments ALSO XXXX XXXX on time. 

Synchrony is TRYING TO XXXX XXXX XXXX DESPITE XXXX XXXX PERFECT PAYMENTS ON TIME. They are LITERALLY KEEPING ME FROM getting better interest rates out of reach for an even longer amount of time! In the future, this decision from Synchrony will literally directly affect my interest rates and cause unnecessary financial harm to me with none of it being my fault. 

Synchrony you are a XXXX XXXX XXXX, stop trying to XXXX XXXX XXXX, this is so unjust. After I pay this off I will make sure I will never own a line of credit with you guys again regardless of how much it hurts to close an account. XXXX XXXX, you guys are messing with me on purpose. 

You literally lower my credit line with NO WARNING and you do it to XXXX bucks above the balance, you ARE DOING THIS ON PURPOSE. Synchrony is a bunch of XXXX  This is an unjust reason to lower my credit line. I have XXXX XXXX payment history. Do not try to XXXX with my credit utilization and prevent me from getting better interest rates."
9924630,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,CAPITAL ONE FINANCIAL CORPORATION,GA,2024-08-25T00:39:55.000Z,Closed with explanation,Yes,"I have had XXXX credit cards with Capitol One. I cosigned a auto loan for my daughter. When I attempted to access my credit card accounts the login had changed. They had linked my daughter 's auto loan with my credit card without my permission. When I asked them to unlink these accounts, they refuse. I recieved and email that they will be closing my account for non use. I have not used the credit cards because I am unable to access the accounts to check billing and to pay the balance."
9924627,Credit card,Store credit card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,SYNCHRONY FINANCIAL,VA,2024-08-25T00:20:33.000Z,Closed with explanation,Yes,"This card is from Mattress XXXX but run by Synchrony. They are charging a {$1.00} fee/m for "" paper statement fee. '' If this charge was disclosed, it was hidden."
9924621,Credit card,Store credit card,"Other features, terms, or problems",Other problem,SYNCHRONY FINANCIAL,NJ,2024-08-25T02:11:47.000Z,Closed with explanation,Yes,"XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXXXXXX Dear sir, I have received a credit card for XXXX XXXX which ending XXXX XXXX XXXX. As I stated several times to your company, I do not have any intention to have your company card, especially by receiving this card which I never asked to make. Since I believe that the credit card should be issued after the legal sign, your company provide the official document which prove your legal right to allow your company creating my card. I state clearly, I have never had any wish to have your company credit card after the issue of rewards certificates started. Please provide me the official and legal excuse."
9924587,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,CAPITAL ONE FINANCIAL CORPORATION,NH,2024-08-24T23:54:07.000Z,Closed with explanation,Yes,I received a secured credit card through Capital One to build credit history. I used it on XX/XX/XXXX for the first time. I made a payment the following day for the full balance. I used the card again on XX/XX/XXXX and made a payment the following day. Each time my payment was returned. After attempting to make the payment my account was closed by Capital One. I got this card only to improve my credit and the in the end I have lowered my credit by XXXX points.
9924519,Credit card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,CAPITAL ONE FINANCIAL CORPORATION,CA,2024-08-26T12:58:35.000Z,Closed with monetary relief,Yes,"i have an account with Capital One, after reviewing my statement i have notice that additional interest was accessed on the account after the XXXX statement was paid in full on XX/XX/year> and the due date is XX/XX/year>. 
I called the customer service line on Saturday, XX/XX/year> at XXXX and the representative i spoke to is rude and can not explain why the additional interest was applied to the account. Not only she is talking over me but hang up as well. ( unacceptable behavior ) i called again and spoke with supposedly a supervisor by the name of XXXX, i ask her to review the call of my encounter with the employee who is rude, but she claimed they do not have the recording and can not review it ( it's a lie as the beginning of the call, there is a disclaimer that the call is being recorded and monitored ). 
My XXXX Statement has a balance of {$1800.00} that is due on XX/XX/year>. I paid the balance in full on XX/XX/year>. Interest has already been applied in the amount of {$30.00} posted on XX/XX/year>. Interest was applied again on XX/XX/year> for {$8.00}. 
Her explanation state that the additional interest was applied from the XX/XX/year> to XXXXin which it does not make any sense. see attached documents"
9924497,Credit card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial hardship,AMERICAN EXPRESS COMPANY,MD,2024-08-25T02:34:04.000Z,Closed with non-monetary relief,Yes,"I called and messaged American Express regular department and the Financial hardship department in XX/XX/year>, XX/XX/year>, XX/XX/year>, XX/XX/year>, XX/XX/year>, and XX/XX/year>, letting them know I was sick and recently diagnosed with Chronic illness which has caused me to be out of work several days, leave without pay and asked may they please lower my payment during this medical financial hardship and they said no, it can not be lowered from {$200.00} per month, even though I was behind and making small good faith effort payments they sent me to credit karma and it made my score drop XXXX point down. Again, I even asked to speak with several managers, and they too stated they can not lower payment from {$200.00} per month. {$200.00} is too much for me along with all my other bills and I need them to allow me to pay {$100.00} per month. Please assist. Thank you."
9924483,Credit card,Store credit card,"Other features, terms, or problems",Other problem,BARCLAYS BANK DELAWARE,CA,2024-08-24T23:54:45.000Z,Closed with monetary relief,Yes,"I purchased XXXX items in Banana republic store using Barclays banana republic credit card. I went to the store in XXXX XXXX, CA to return these items on XX/XX/XXXX within 30 day of purchase. The store was unable to process the return due to credit card technical issues ( per store manager ). I called credit card from the store. After talking to customer service rep and store manager, I was advised by card service rep to leave items in the store and she will open the dispute. ( she confirmed with store manager that I left the items ).

As of today, credit card closed the dispute twice, stating lack of evidence and too late to reopen the case. ( cc manager asked me to send letter and prove of return and promised to personally investigate the case. Yesterday Ive learned the case was closed again and I have to pay {$1500.00} ( charge for XXXX items plus now late fees ). I went to the store ( XXXX XXXX XXXX each way for me ) and they promised to follow up on their side, however the credit card representative stated the case is closed and nothing can be done. I am waiting for credit card manager to call me, however I dont believe anyone wants to investigate and resolve this, ultimately making me at fault for their incompetence."
9924415,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,U.S. BANCORP,GA,2024-08-26T19:58:30.000Z,Closed with monetary relief,Yes,"My credit card was stolen along with other identity information such as my driver license and social security card from my bag at the airport in XXXX around XX/XX/2024. There was that same day, 2 charges from XXXX for {$5600.00} and {$11000.00}. I quickly called once notified and had these charges reported for Fraud. They were in a completely different state of XXXX XXXX, XXXX of which I have never visited or traveled to. I was given a temporary credit to my account and XX/XX/2024. I was contacted at the end of XXXX by a XXXX about my case, XXXX Case ID : XXXX. I was told that they would be requesting a copy of my replacement Drivers license and social security card. I informed them that I was out of the country due to my wife and that I was not completely sure when I would be back, but I would assume 2 weeks and that I would send it in once I could if so. I was told that was not an issue and given no more information outside of that cases usually take 90 days to complete. On XX/XX/2024 I was informed that the charges had been put back onto my account. There was no warning or contact sent prior about why or a deadline. After contacting XXXX and Elan financial, I was told the reason why was because I had not sent in a drivers license and social security. I reminded the agent that I had stated that I was outside of the country caring for my wife and that I was not sure when I would return. This did not seem to be any valid reason to close or deny my claim. I was then told to order a temporary ID online and that would be accepted to have my claim reopened. I had never been informed of this prior or that there was a deadline to have my Drivers license/Social card sent back in. I ordered the temporary drivers license on the website and sent in the form as requested. I also sent in a social security card copy by fax on XX/XX/2024 and XX/XX/2024. It was confirmed received by XX/XX/2024 and I was told that XXXX would no longer be my case manager, it would be another individual named XXXX who would have my case reopened and pushed forward. I called XXXX multiple times daily to the number XXXX over the next 2 weeks with only an answering machine ever responding. Around XXXX XXXX, I put in a callback request and again reached XXXX about my case. She said that she would have it relooked into to have reopened and resolved. On XX/XX/2024, I was told that my case would remain closed because I had not provided the Drivers License in time. Again, I was never given a deadline on supplying this information and I had informed from the beginning that I was out of the country caring for my sick wife. This is an extremely large amount of money to be told that I am responsible for fraudulent charges when I clearly informed and supplied the documented information that XXXX requested as they requested it. If I was unable to supply it, I informed them of my circumstances and this should not be the deciding factor as to whether I am being held responsible for over {$16000.00} in charges."
9924409,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,SYNCHRONY FINANCIAL,MD,2024-08-25T00:28:24.000Z,Closed with monetary relief,Yes,"In late XXXX, a Synchrony Bank Home Design XXXX Credit Card was opened as a personal loan on my behalf by the construction company that replaced our family home 's roof. Under the terms of the payment plan selected, "" Plan XXXX Months No Monthly Interest Until Paid in Full '', a fixed monthly payment of {$250.00} was supposed to be withdrawn every month for XXXX  months. Instead, the full amount of the loan ( {$6400.00} ) was withdrawn in the XXXX  payment, on XX/XX/XXXX. I notified Synchrony on XX/XX/XXXX of this first error. The customer service representative immediately understood the error, said he would send a refund check in the full amount of the payment within XXXX business days, and indicated that I would need to continue making the {$250.00} fixed monthly payments once the balance had been reinstated. After not receiving the check in this time frame, and following up with Synchrony on XX/XX/XXXX and XXXX, XXXX, I then filed a complaint with XXXX XXXX ( attached ), which is the checking account from which this payment was made, and I eventually received the refund. Meanwhile, I set up auto-payments for the minimum amount due to ensure my future payments were all made on time and thereby avoid losing the XXXX rate. 

When I realized on XX/XX/XXXX, that I was still paying this loan beyond the XXXX term, I immediately filed a dispute with Synchrony by call ( XXXX XXXX XXXX # XXXX - his employee ID number ) to inform them that they had been erroneously charging me interest on a XXXX Interest XXXX XXXX and XXXX them to refund the interest. I learned then that Synchrony had made a second error by reinstating the balance on my account as a "" Purchase '' at 26.99 % XXXX rather than a "" Promotional Purchase '' ( XXXX Interest ), as the original customer service representative indicated would be done to correct their first error. From XX/XX/XXXX until XX/XX/XXXX, I was charged a total of {$2900.00} in interest- on a {$6400.00} loan that was not supposed to incur any interest charges. I confirmed with XXXX that paying off the account balance would not affect my dispute with them, and I then paid off the remaining balance ( {$5900.00} ) that same day. 

On XX/XX/XXXX, Synchrony made a third error by issuing me a refund check in the amount of {$5800.00}, which is equivalent to the amount of my pay-off payment minus my monthly payment due of {$160.00} ( which included some {$130.00} of interest ). On XX/XX/XXXX, when I discovered this error, I again called Synchrony ( XXXX, extension XXXX ) to request that the refund check be cancelled so that my balance would remain XXXX pending the investigation of my dispute, to avoid paying further interest fees. XXXX informed me that they had issued the refund check in response to the dispute I had filed in XX/XX/XXXX - apparently, when I uploaded the original XXXX dispute letter in the Synchrony XXXX XXXX XXXX that I had sent to XXXX back in XXXX as evidence supporting my XXXX dispute, they misinterpreted this letter as asking them to refund my XX/XX/XXXX payment. I was informed that XXXX 's XXXX cancelled the refund check and my account balance would return to zero in XXXX billing cycles. Regarding my XXXX dispute of the erroneously charged interest fees, I was informed that their "" investigation was on-going '' and that "" if the error was on their end, they will refund the interest paid. '' I recorded notes of this call in their Secure Message Center - which has since been shut off - and received a response ( that I can no longer access ) that a refund check would be issued for the interest I was erroneously charged. 

I followed up again with Synchrony by phone on XX/XX/XXXX ( XXXX ), XX/XX/XXXX ( XXXX ), XX/XX/XXXX ( XXXX ), and most recently today, XX/XX/XXXX ( Radel and XXXX XXXX on the status of this dispute and the refund check. Over the course of these interactions, I was repeatedly informed that an investigation was on-going that would take 60 days to resolve, that the refund check had been requested ( a total of 5 times, according to XXXX today XXXX, that the refund required additional time to be processed because of the large amount ( either XXXX or XXXX business days after a XXXX week or a XXXX review process ), that it was not possible for Synchrony to send any written communication to me about this matter until it had been resolved, and that someone would contact me once the dispute was resolved via mail or email. The representative I spoke with on XX/XX/XXXX ( XXXX ) indicated he had another customer with the same issue ( Purchase interest rate applied to what should have been a XXXX interest Promotional Purchase ), and she received a full refund from Synchrony for the interest she was erroneously charged. 

As of XX/XX/XXXX, there are no disputes showing in the Activity Center on my Synchrony online Account XXXX, and XXXX different Synchrony customer service representatives ( including XXXX, an account XXXX ) today confirmed that while they do have "" detailed notes '' of my phone calls, no formal dispute investigation was ever opened on this matter, and there is no claim ID number- which is supposed to be issued when a dispute is raised. XXXX confirmed that they had communicated with me via their XXXX XXXX XXXX on this topic- which I recall used to have a "" XXXX '' subject in the drop-down list - and indicated that the reason they could not provide any written communication with me on this matter at this time- even to confirm the actions she had taken during our call- is that "" we are not a normal credit card company. '' After at least XXXX follow ups and multiple promises to issue me a refund check over the course of the past XXXX  months, I still have nothing in writing from Synchrony about the status of my dispute ( now that their XXXX XXXX XXXX is shut off )- which, according to their policies is supposed to be resolved within 60 days, with the dispute status displayed in the Activity Center of their online Account XXXX - and I have received no refund check for the erroneously charged interest totaling {$2900.00} over XXXX despite Synchrony representatives having requested this refund XXXX times."
9924408,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,U.S. BANCORP,TX,2024-08-26T01:04:20.000Z,Closed with monetary relief,Yes,"Last year, I became a victim of identity theft. It all started in XX/XX/XXXX when a few friends and I were cleaning out my storage in XXXX, TX. A box with my financial records got tossed into the dumpster without anyone realizing it. At that time, fraudulent charges started appearing on my credit cards, and new accounts were opened in my name. The suspect, who I do not know by the name of XXXX XXXX, we will call him, retrieved the box from the dumpster. The suspect opened many accounts and put fraudulent charges on my credit cards. He also would call my credit card company and have the address changed. It has been a big mess for me. I have been dealing with this for well over a year now. The suspect also purchased two vehicles in my name. He was finally arrested in XXXX, Texas, in XX/XX/XXXX. This is where he owned up to getting the box full of my financial records out of the dumpster. This guy has been a nightmare for me. I have four accounts on my credit report that are fraudulent. They are affecting my credit score tremendously. Before XXXX, I had an XXXX on my credit. Now, it is a XXXX. I have always paid my bills. The fraudulent claims that are left on my credit report. US Bank, XXXX XXXX, XXXX, and XXXX XXXX XXXX XXXX US Bank I have disputed several times, and they keep coming back and telling me I am responsible for the total amount. The US Bank Card had a XXXX balance before the year XXXX. It went into XXXX with a XXXX balance. The balance of this card is {$7200.00}. I did not put any charges on this card in XXXX. You can tell how the suspect got into this account we are discussing here is the address. When he purchased the first truck in my name, the police discovered the address he was using when he bought the car, and he used the same address when he changed the address on my credit card. What is funny is that I asked US Bank for a copy of my billing statements for the year XXXX. When I received the copies, I noticed the same address was on the billing statement. That address is also on all three of my credit reports, and his last name is on them. The address is also on the police report. Still talking about US Bank, the suspect opened up other accounts with US Bank in XXXX. US Bank worked with me on these accounts, credited me back, and closed them. However, for the account I opened in XX/XX/XXXX, every time I disputed it, they sent me back a letter stating that I was responsible for the total amount. They have now turned it back over to the bill collector. I have until XX/XX/XXXX to dispute it. I am tired of this and don't know what else to do. Now, moving on to XXXX XXXX, I have the same problem with them as I do with US Bank. Every time I disputed it, they would send me a letter stating that I was responsible for {$13000.00}. I also asked for all the billing statements for XXXX and have yet to receive them. The suspect also opened up other accounts with XXXX XXXX  in XXXX and cleared my name. XXXX cleared my name of the fraudulent charges that had a balance of {$16000.00}. But I am still waiting for them to take it off my credit report. XXXX XXXX XXXX, I have not had a chance to research or dispute that one. It has one late payment on it. Last year, when all this started, I signed up for XXXX XXXX. They helped me dispute a lot of the fraudulent charges. I will send a police report also. Thank You for taking the time to review my case."
9924385,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,U.S. BANCORP,TX,2024-08-26T21:24:50.000Z,Closed with non-monetary relief,Yes,"On XX/XX/2024, I opened a new "" SKYPASS Visa XXXX XXXX XXXX '' to earn an opening bonus of XXXX XXXX XXXX miles after spending {$5000.00}. By XXXX, I had spent over {$5000.00} and confirmed with an agent on XX/XX/XXXX that I had met the requirements for the bonus. 

However, as of XX/XX/XXXX, I still hadn't received the XXXX miles. When I called US Bank, the agent informed me that in XXXX, a new term was added : "" Existing or previous SKYPASS Visa Signature XXXX  cardmembers are not eligible if you have received a new account bonus for this product in the last XXXX years. '' As a result, I was told I am not eligible for the bonus. 

This new term was introduced after I opened the card, and US Bank did not notify me of the policy change, leaving me unaware of it. I had already spent over {$5000.00} based on the original terms. 

This situation is unfair since the terms were changed after I opened the credit card, and I was not informed of this change. 

For reference, you can check the term changes at the following link XXXX XXXX XXXX XXXX XXXX XXXX"
9924331,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,JPMORGAN CHASE & CO.,WA,2024-08-25T00:27:03.000Z,Closed with explanation,Yes,"In XX/XX/year>, I applied for the Chase Sapphire Preferred credit card with sign up offer bonus of XXXX miles with {$4000.00} spending requirement for the first XXXX  months. This card carries a {$95.00} annual fee. I waited over a month and the card still has not arrived in the mail. I called Chase and the customer service represented said it was marked as returned to sender. The representative said she resent it and since the card was well over a month late that she would waive the time limit for the sign up bonus. She said when I reached the {$4000.00} mark, just call and the bonus points will be added to my account. Months later after spending well over {$4000.00}, I called and the representative said there were no details mentioning this conversation in their notes and that they would escalate it. A XXXX  later I get a letter with no additional information that I didnt meet the sign up bonus requirement. I was told by the XXXX customer service representative that there was no time limit which is why {$4000.00} was not spent in first XXXX months. This sign up bonus was the reason I decided to go with Chase and then was promised new terms after not receiving the card originally then the company refuses to honor their new terms. The XXXX  month statement shows {$0.00} spending as I did not receive the card, it only shows the {$95.00} fee."
